0.0,0.0,50.43302931,51.64817973,55.36796666,69.79055419,70.91467425,73.18571109999999,76.45520793,86.98437349,92.05018046,90.48293776,81.30168768,62.49359631,0.0,0.0
0.0,0.0,50.5167194,49.54159835,50.98111366,60.27778847,70.92409845,71.2814506,81.04393073,91.19606791,91.42778128,88.25103963,75.91664909999999,62.75909212,0.0,69.08862399
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,58.56611063,54.33551559,57.00886800000001,53.98381963,59.36051678,73.20114858,86.8870657,84.05861319,80.45007847,80.05751055,70.98247852,69.39020542,70.09617846,0.0,58.63421611
0.0,62.97594904,54.95124782,57.51519799,54.7241509,51.62730537,55.61031866,84.2782301,86.55902502,80.797895,72.97952187,57.05415686,61.42309704,57.60345133,0.0,58.29188591
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,51.89066947,44.06408429,46.986934000000005,49.88468112,58.64009361,58.32237633,75.58521681,71.8540936,64.72079236,55.02897817,62.14097929,64.46098436,55.91467882,0.0,40.17543425
0.0,37.28063833,36.50493747,44.80851947,53.05167825,58.26906219,57.46283642,60.14236937,55.46385806,61.06749212,50.45201825,46.84923511,43.11028589,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,25.88602392,20.22050486,27.58537201,41.38031049,54.0107325,57.61075575,54.86174214,39.41010793,31.40245583,25.21521407,38.36503367,43.25113127,0.0,0.0,0.0
0.0,15.51208082,15.19848981,22.64488962,34.71542746,55.57051984,55.76612963,45.874976200000006,32.95750536,24.49139517,22.53178179,26.76065084,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,17.15436684,20.51627071,28.79014342,33.18808949,41.89349927,36.28478174,24.15482467,20.79294843,18.90062723,17.85980987,0.0,0.0,0.0,0.0,0.0
0.0,0.0,22.06000498,28.63559542,29.95096229,31.65221923,33.79927933,26.69280944,25.16268413,25.28918928,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,31.46631173,30.04038857,0.0,31.69734552,35.3812736,31.14018706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
