Longitud,Latitud,2019_011,2019_012,2019_013,2019_010,2019_021,2019_022,2019_023,2019_020,2019_031,2019_032,2019_033,2019_030,2019_041,2019_042,2019_043,2019_040,2019_051,2019_052,2019_053,2019_050,2019_061,2019_062,2019_063,2019_060,2019_071,2019_072,2019_073,2019_070,2019_081,2019_082,2019_083,2019_080,2019_091,2019_092,2019_093,2019_090,2019_101,2019_102,2019_103,2019_100,2019_111,2019_112,2019_113,2019_110,2019_121,2019_122,2019_123,2019_120
-57.0,-34.6667,94.73300803,92.99207119,80.41744793,89.09170063,73.80454565,69.31709382,65.75115742,69.75782108,66.42220092,77.64044226,68.44698518,70.75946028,59.43575987,54.626173800000004,51.48185245,55.18126204,75.02240825,95.65655815,97.83196286,89.77229856,93.95969765,99.51607782,96.99279578,96.82285708,92.28920464,98.70582484,99.25161394,96.82961446,94.48521119,97.6096324,93.67388199,95.20519799,91.96906548,92.7628297,76.1416781,86.95785776,95.42205601,95.97259354,83.06640997,91.21538727,72.30359786,54.21380957,41.89737866,56.13826203,30.28538807,26.27645056,28.33911019,28.30156769
-56.6667,-34.6667,95.50516925,93.3126117,79.81824832,89.23156584,70.71008133,64.56975419,61.84401134,65.84118819,64.21058885,78.64750524,69.03720548,70.58032907,59.55207606,54.53790003,50.93270546,55.00756052,76.8058897,95.59677919,97.70484002,90.28322352,94.35791003,99.80214389,97.42634902,97.19546765,92.77159943,98.82131855,99.34119878,97.05426988,94.87391836,98.06713172,94.15529299,95.64899109,93.74490348,93.23243658,76.83568268,87.93767425,96.5095168,95.6002498,83.29902645,91.52861151,71.1240809,52.74143879,41.482820600000004,55.11611343,30.09014879,26.48061737,28.14445365,28.23537586
-56.3333,-34.6667,95.30174475,94.84750874,81.39672951,90.22117934,76.17927288,66.5081569,59.37392422,67.62895227,67.92543202,87.86699054,74.12541505,76.55818681,63.95251022,59.55705546,54.43021376,59.31325981,83.07181855,95.62853956,97.48268751,92.23590786,95.85463212,99.78831267,98.03107523,97.89134001,93.79721048,98.8223127,99.36300293,97.39316981,95.05437639,98.35682076,91.94550144,95.01653185,88.37199033,92.95657662,76.49932283,85.94262993,96.36504127,95.26217917,83.42585231,91.41795419,71.79757709,52.29367172,44.39161558,56.16095479999999,31.34964062,28.60023776,31.239251799999998,30.42356625
-56.0,-34.6667,94.88770096,94.01140474,77.91245162,88.58154919,66.64077112,61.62305731,56.44480571,61.74625985,56.35104562,82.65235316,76.87249109999999,72.11714161,67.06907272,62.67248981,59.16630785,62.96929012,86.2754939,96.04154453,97.09319453,93.26437175,93.91665124,99.75325769,97.60256341,97.09082411,93.07963408,98.73951645,99.07330372,97.03218859,94.02101399,97.65091240000001,89.94212466,93.74460113,84.10739455,94.12998628,76.6846629,84.97401458,95.92933145,94.50208752,79.1697687,89.52198856,70.99416338,51.06787931,47.52230406,56.52811558,31.76985461,23.16010349,22.46648038,25.69131823
-55.6667,-34.6667,93.27482913,88.71253683,71.67613073,84.13906767,65.86773915,57.51374844,54.28063948,59.39105625,50.8076071,79.93714401,75.24561171,68.87578193,68.87564702,63.67519951,58.67860495,63.74315049,85.77383392,96.30286786,96.01636444,92.8047428,90.29403298,99.66381715,97.43416505,95.79733839,92.62155444,98.28555654,98.56357017,96.55710909,91.75231591,96.455588,86.06979354,91.25312155,77.67288029999999,93.79918971,72.53760849999999,81.33655949999999,94.00178448,92.03969790000001,70.65765425,85.08545228,65.66871622,42.52615191,35.85554048,48.01680287,20.67495289,17.25979508,22.28783669,20.14560269
-55.3333,-34.6667,88.91541723,76.81505948,59.65262734,74.62850541,59.84407708,45.84842504,45.62146653,50.60407655,40.29113732,68.19284244,66.06618688,58.43767269,66.41630893,61.10787007,54.25839473,60.59419124,82.60309055,96.01000797,95.51808329,91.51064198,87.94117835,99.33117556,97.70117191,94.99117528,92.09411148,98.0435685,98.21832039,96.18639755,90.66525667,95.95012451,84.28921404,90.10758601,75.06630403,91.94573195,68.86595308,78.62599636,92.5699793,91.56647608,66.284024,82.91899412,66.93414413,41.56641454,27.66543663,45.388665100000004,14.7712739,17.90994465,29.43261378,20.98615926
-55.0,-34.6667,83.03370022,71.94851535,56.267064600000005,69.95999569,60.56817583,40.46018101,34.32198508,45.48901497,27.334970600000002,68.20506621,73.57202167,56.92556795,71.76700339,65.41910328,56.07703525,64.42104731,84.59425125,95.62292458,95.11833538,91.88624024,86.2559483,98.58154281,98.24228409,94.35992507,91.11929528,97.82050895,97.86494771,95.67459571,90.19897206,95.93714679,82.69389089,89.38690285,72.70869839,91.5215585,65.95059346,76.72695012,92.39666527,91.83859908,66.26782676,82.94512058,73.38267802,44.40349999,27.86102318,48.54906707,13.76903773,19.84902528,34.49529445,23.08480223
-54.6667,-34.6667,88.9776831,86.73034298,75.26941743,83.38851137,81.26227708,62.40907748,54.44040937,66.43714586,43.00665813,77.31417434,80.13006834,67.24642182,69.68165901,61.78041987,54.31907661,61.92705183,84.38228782,96.20920363,95.98167859,92.31333481,88.38761769,99.05108871,98.57267772,95.33712804,92.66075024,98.13572365,98.09599937,96.35550748,91.43140564,96.88296771,85.73009833,91.16692952,76.38572969,94.84659552,72.1348491,81.12239144,93.72763879,92.21939832,70.36268129,84.95031824,82.59192281,57.63574049,43.35084108,61.1928348,23.91055279,22.43995958,31.08815351,25.98305846
-54.3333,-34.6667,87.86944053,90.68408209,83.65388859,87.28154841,85.60193498,75.64036663,64.52437641,75.62560013,53.09116267,73.88426926,76.89505719,68.24515963,67.30876151,59.04648839,53.80338347,60.05287779,84.07395129999999,97.03624312,96.72775323,92.74539451,90.77393609,99.45384759999999,98.88780411,96.3718626,94.29812702,98.59095173,98.48361702,97.16808306,93.27861085,98.11118229,88.23781640000001,93.04883586,80.41846394,96.23033463,78.64018059,85.09632639,94.57020778,92.73837769,72.27960297,86.06972540000001,85.17778736,70.14583734,61.64211225,72.32191232,39.34421044,32.96097301,32.20270446,34.75101883
-54.0,-34.6667,79.62923293,91.00869167,80.17572678,83.49394324,82.23587001,75.04373898,64.93329853,74.38606127,54.90730266,56.33029258,52.19102761,54.40249213,46.91115516,42.06309866,39.64904594,42.87443325,63.33880272,79.15962313,97.52052173,80.57129024,92.48157483,99.21358792,98.85231287,96.84915854,95.43038837,98.92332245,98.69827178,97.71671283,94.44128828,98.52995617,90.91799012,94.51001083,85.39559399999999,96.54002951,82.32502145,88.08688165,95.49819809,93.96356772,77.05490862,88.458763,88.16507858,72.28295088,58.51249648,72.98684198,41.059905,34.75999834,31.85859083,35.762694599999996
