Longitud,Latitud,2002_011,2002_012,2002_013,2002_010,2002_021,2002_022,2002_023,2002_020,2002_031,2002_032,2002_033,2002_030,2002_041,2002_042,2002_043,2002_040,2002_051,2002_052,2002_053,2002_050,2002_061,2002_062,2002_063,2002_060,2002_071,2002_072,2002_073,2002_070,2002_081,2002_082,2002_083,2002_080,2002_091,2002_092,2002_093,2002_090,2002_101,2002_102,2002_103,2002_100,2002_111,2002_112,2002_113,2002_110,2002_121,2002_122,2002_123,2002_120
-56.3333,-33.6667,87.48608534,67.78082907,57.51543976,70.49480585,67.10563939,90.6902272,93.72137898,83.49831299,97.12868748,99.75553746,98.71902228,98.54037079,97.29648351,98.6285579,99.0443719,98.32313777,92.93891165,98.80849573,97.76045555,96.54319629,99.37652057,96.88789758,95.66471801,97.30971206,99.39774742,96.56144754,99.67205141,98.58014565,98.03165684,96.99728379,97.28001637,97.43127698,95.41330902,97.80169106,89.95831562,94.39110523,95.14663940000001,97.13367537,93.62844168,95.24890342,85.8343405,87.15095683,90.23679872,87.74069868,95.79466696,86.44872335,95.09205114,92.53053115
-56.0,-33.6667,87.78024924,70.27802279,59.79480393,72.20405043,68.77197433,91.39792417,94.10242948,84.43520174,97.60636996,99.87019690000001,98.95115578,98.81381878,97.50568764,98.70265738,99.27843857,98.49559453,93.40686531,98.83785805,97.89111474,96.74998373,99.34872406,97.48482,96.86133973,97.8982946,99.44284597,97.09878848,99.71245464,98.78236598,98.21823273,97.24384022,97.62448582,97.69322818,96.88989569,97.86530296,90.84920785,95.20146883,96.15788167,97.54822195,94.55772981,96.03858271,85.76356447,84.43253798,90.18561112,86.79390452,96.87734602,92.62049103,96.21398986,95.26878255
-55.6667,-33.6667,85.14909071,63.14043872,52.048438700000005,66.3041329,65.64448905,93.53568979,92.33679518,83.54596362,97.26506407,99.80139418,98.56703465,98.54522463,96.26610725,98.30560905,99.03419787,97.86863806,91.33566068,98.43618196,97.16334293,95.69403867,99.06397601,96.85984115,96.50115485,97.47499067,99.25297167,96.29742643,99.62770839,98.43254108,97.65670465,96.38738342,96.91461185,96.98392294,95.7663208,97.0813244,88.51514382,93.78759634,96.852271,96.84969048,93.28712296,95.58638604,81.37519852,76.79324173,86.79725944,81.65523323,96.10827211,94.2550086,95.23872383,95.20189578
-55.3333,-33.6667,79.8622728,55.53994537,46.52105713,60.18560678,68.70257345,95.79845734,90.36309503,84.76821252,96.73281869,99.69979171,98.08307378,98.16902954,94.55263354,97.7599122,98.71908464,97.01054346,88.77758171,97.90615175,95.92705472,94.2591915,98.74899242,95.8149357,95.42852271,96.66415028,98.89592861,94.97460596,99.50891333,97.84849653,96.98540698,95.31546081,96.02000707,96.10415341,93.39213903,96.07610119,86.17074974,91.87966332,97.3320069,96.05368067,89.71693643,94.21752182,71.77366684,63.55095049,80.56178721,71.96213484,94.41614721,93.74771765,93.97828212,94.04515329
-55.0,-33.6667,76.15705989,56.35511912,52.22535883,61.27744314,82.12424177,96.47971598,90.72253763,89.74284194,96.79567345,99.67742066,98.09096703,98.18488963,93.43477636,97.69540586,98.7163785,96.61552024,88.90238240000001,97.8675877,95.67462558,94.19743814,98.79893443,95.77016654,95.26968898,96.61292998,98.71601649,94.58444777,99.50291688,97.66247511,97.21180469,95.37438356,96.11388337,96.22950321,91.80925527,95.99932241,86.90235445,91.57031071,97.45967338,96.27912495,88.30821683,93.83156027,65.47104614,54.43135526,75.60441656,65.16893932,90.52022696,93.32662565,94.11956638,92.70270181
-54.6667,-33.6667,83.74558491,68.62744339,64.9212006,72.18914482,90.78175862,97.52767472,93.44541407,93.93458828,97.55275968,99.76607035,98.66085988,98.65992771,92.91963528,98.25700649,99.02568356,96.73410844,91.96772621,98.58372379,96.84459671,95.83242141,99.19529156,96.90237309999999,96.32712597,97.47493021,98.92325907,95.72793309999999,99.5914725,98.12961675,97.97502681,96.6695655,97.24183026,97.29374374,92.68302586,93.90844729,90.73464621,92.44203978,98.19886308,96.93534188,92.43768744,95.74698747,72.21323027,60.00627197,70.24988794,67.48979673,75.69404736,78.87674388,94.34392001,83.3384204
-54.3333,-33.6667,85.55420866,69.29035417,62.66055289,72.18424871,88.03227966,95.66976,91.70393518,91.80537287,96.54922756,99.77743864,98.72393039,98.36225472,92.83550385,98.20662981,98.85172395,96.63128587,91.86413078,99.07991391,97.04282623,96.02940437,99.24451173,96.82870142,95.89033817,97.32118377,98.82982189,95.50027594,99.4453404,97.97418459999999,97.91667834,96.62619399,96.95040771,97.15752284,91.36304103,89.70217995,90.94080119,90.66867406,98.26470393,97.55982238,91.61537295,95.67788276,70.52677661,58.42616383,74.09075433,67.68123159,86.48106331,93.27384853,94.74777913,91.60563512
-54.0,-33.6667,87.22255261,73.11825642,65.65124342,75.01844413,86.8296244,94.24772481,91.55882867,90.85527414,96.68063032,99.85340986,98.93506256,98.50406741,94.49382139,98.46320106,99.24328340000001,97.40010195,93.51868709,99.35951803,97.6662772,96.87455163,99.4414427,97.52456909,96.53343103,97.83314761,99.14227243,96.66636442,99.48929674,98.46673008,98.33493395,97.32314676,97.81554567,97.82425192,94.05989202,92.08476052,92.92193305,93.0221952,98.5403695,98.07326657,92.16408,96.1271368,74.45103487,64.65498553,75.92000991,71.67534344,87.4324503,94.44802699,95.20793942,92.45458408
-53.6667,-33.6667,85.51319197,74.30477505,67.48692139,75.50115502,86.83263835,94.3068358,92.33949073,91.11897097,97.85765570000001,99.90615019,99.13024202,98.97002326,95.3764058,98.57297287,99.33905583,97.7628115,94.31283334,99.31814698,97.84220168,97.17980715,99.5177108,97.88288141,96.94554839,98.1153802,99.31340031,97.14432804,99.52964195,98.69043048,98.48598327,97.65966152,98.08128548,98.07582542,95.33544920000001,94.58126782,93.88070286,94.59913996,98.29569049,98.31004093,91.72621201,95.96921440000001,75.86823106,68.35289351,78.36378708,74.19497055,89.69839853,95.66929202,95.60945108,93.72196346
-53.3333,-33.6667,81.916895,71.51529086,65.35059273,72.6831735,85.90260259,94.10796924,92.32782166,90.72607287,98.23165859,99.92928697,99.15791357,99.10795177,95.41239769,98.53938638,99.32208277,97.75795561,94.15627875,99.19744062,97.69328859999999,97.03752801,99.49120993,97.87531314,96.897693,98.08807202,99.35248407,97.155842,99.51557425,98.70176057,98.40202682,97.5638572,98.02100138,97.99644695,95.54359902,95.71775755,93.80447221,95.02194293,97.63867882,98.2587128,90.77327004,95.40257699,74.74892290000001,68.88274169,80.94050112,74.85738857,94.8460411,96.70849720000001,95.38415809,95.63777813
